WHO_code,WHO_label,PCU_code,PCU_label,THCC_distance,PCU_distance,specific,values 
E00.0,"Congenital iodine-deficiency syndrome, neurological type",E00.0,Congenital iodine-deficiency syndrome neurolgical type,0,2,-1,o
E00.0,"Congenital iodine-deficiency syndrome, neurological type",E00.0,Congenital iodine-deficiency syndrome neurolgical type,0,2,0,gical type
E00.1,"Congenital iodine-deficiency syndrome, myxoedematous type",E00.1,Congenital iodine-deficiency syndrome myxoedematous type,0,1,0,Congenital iodine-deficiency syndrome
E00.1,"Congenital iodine-deficiency syndrome, myxoedematous type",E00.1,Congenital iodine-deficiency syndrome myxoedematous type,0,1,-1,","
E00.1,"Congenital iodine-deficiency syndrome, myxoedematous type",E00.1,Congenital iodine-deficiency syndrome myxoedematous type,0,1,0, myxoedematous type
E00.2,"Congenital iodine-deficiency syndrome, mixed type",E00.2,Congenital iodine-deficiency syndrome mixed type,0,1,0,Congenital iodine-deficiency syndrome
E00.2,"Congenital iodine-deficiency syndrome, mixed type",E00.2,Congenital iodine-deficiency syndrome mixed type,0,1,-1,","
E00.2,"Congenital iodine-deficiency syndrome, mixed type",E00.2,Congenital iodine-deficiency syndrome mixed type,0,1,0, mixed type
E00.9,"Congenital iodine-deficiency syndrome, unspecified",E00.9,Congenital iodine-deficiency syndrome unspecified,0,1,0,Congenital iodine-deficiency syndrome
E00.9,"Congenital iodine-deficiency syndrome, unspecified",E00.9,Congenital iodine-deficiency syndrome unspecified,0,1,-1,","
E00.9,"Congenital iodine-deficiency syndrome, unspecified",E00.9,Congenital iodine-deficiency syndrome unspecified,0,1,0, unspecified
E01.0,Iodine-deficiency-related diffuse (endemic) goitre,E01.0,Iodine-deficiency-related diffuse (endemic) goitre,0,0,0,Iodine-deficiency-related diffuse (endemic) goitre
E01.1,Iodine-deficiency-related multinodular (endemic) goitre,E01.1,Iodine-deficiency-related multinodular (endemic) goitre,0,0,0,Iodine-deficiency-related multinodular (endemic) goitre
E01.2,"Iodine-deficiency-related (endemic) goitre, unspecified",E01.2,Iodine-deficiency-related (endemic) goitre unspecified,0,1,0,Iodine-deficiency-related (endemic) goitre
E01.2,"Iodine-deficiency-related (endemic) goitre, unspecified",E01.2,Iodine-deficiency-related (endemic) goitre unspecified,0,1,-1,","
E01.2,"Iodine-deficiency-related (endemic) goitre, unspecified",E01.2,Iodine-deficiency-related (endemic) goitre unspecified,0,1,0, unspecified
E01.8,Other iodine-deficiency-related thyroid disorders and allied conditions,E01.8,Other iodine-deficiency-related thryroid disorders and allied conditions,1,1,0,Other iodine-deficiency-related th
E01.8,Other iodine-deficiency-related thyroid disorders and allied conditions,E01.8,Other iodine-deficiency-related thryroid disorders and allied conditions,1,1,1,r
E01.8,Other iodine-deficiency-related thyroid disorders and allied conditions,E01.8,Other iodine-deficiency-related thryroid disorders and allied conditions,1,1,0,yroid disorders and allied conditions
E03.0,Congenital hypothyroidism with diffuse goitre,E03.0,Congenital hypothyroidism with diffuse goitre,0,0,0,Congenital hypothyroidism with diffuse goitre
E03.1,Congenital hypothyroidism without goitre,E03.1,Congenital hypothyroidism without goitre,9,0,0,Congenital hypothyroidism without goitre
E03.2,Hypothyroidism due to medicaments and other exogenous substances,E03.2,Hypothyroidism due to medicaments and other exogenous substances,0,0,0,Hypothyroidism due to medicaments and other exogenous substances
E03.3,Postinfectious hypothyroidism,E03.3,Postinfectious hypothyroidism,0,0,0,Postinfectious hypothyroidism
E03.5,Myxoedema coma,E03.5,Myxoedema coma,0,0,0,Myxoedema coma
E03.8,Other specified hypothyroidism,E03.8,Other specified hypothyroidism,0,0,0,Other specified hypothyroidism
E03.9,"Hypothyroidism, unspecified",E03.9,Hypothyroidism unspecified,0,1,0,Hypothyroidism
E03.9,"Hypothyroidism, unspecified",E03.9,Hypothyroidism unspecified,0,1,-1,","
E03.9,"Hypothyroidism, unspecified",E03.9,Hypothyroidism unspecified,0,1,0, unspecified
E04.0,Nontoxic diffuse goitre,E04.0,Nontoxic diffuse goitre,0,0,0,Nontoxic diffuse goitre
E04.1,Nontoxic single thyroid nodule,E04.1,Nontoxic single thyroid nodule,0,0,0,Nontoxic single thyroid nodule
E04.2,Nontoxic multinodular goitre,E04.2,Nontoxic multinodular goitre,0,0,0,Nontoxic multinodular goitre
E04.8,Other specified nontoxic goitre,E04.8,Other specified nontoxic goitre,0,0,0,Other specified nontoxic goitre
E04.9,"Nontoxic goitre, unspecified",E04.9,Nontoxic goitre unspecified,0,1,0,Nontoxic goitre
E04.9,"Nontoxic goitre, unspecified",E04.9,Nontoxic goitre unspecified,0,1,-1,","
E04.9,"Nontoxic goitre, unspecified",E04.9,Nontoxic goitre unspecified,0,1,0, unspecified
E05.0,Thyrotoxicosis with diffuse goitre,E05.0,Thyrotoxicosis with diffuse goitre,0,0,0,Thyrotoxicosis with diffuse goitre
E05.1,Thyrotoxicosis with toxic single thyroid nodule,E05.1,Thyrotoxicosis with toxic single thyroid nodule,0,0,0,Thyrotoxicosis with toxic single thyroid nodule
E05.2,Thyrotoxicosis with toxic multinodular goitre,E05.2,Thyrotoxicosis with toxic multinodular goitre,0,0,0,Thyrotoxicosis with toxic multinodular goitre
E05.3,Thyrotoxicosis from ectopic thyroid tissue,E05.3,Thyrotoxicosis from ectopic thyroid tissue,0,0,0,Thyrotoxicosis from ectopic thyroid tissue
E05.4,Thyrotoxicosis factitia,E05.4,Thyrotoxicosis factitia,0,0,0,Thyrotoxicosis factitia
E05.5,Thyroid crisis or storm,E05.5,Thyroid crisis or strom,0,2,0,Thyroid crisis or st
E05.5,Thyroid crisis or storm,E05.5,Thyroid crisis or strom,0,2,-1,o
E05.5,Thyroid crisis or storm,E05.5,Thyroid crisis or strom,0,2,0,r
E05.5,Thyroid crisis or storm,E05.5,Thyroid crisis or strom,0,2,1,o
E05.5,Thyroid crisis or storm,E05.5,Thyroid crisis or strom,0,2,0,m
E05.8,Other thyrotoxicosis,E05.8,Other thyrotoxicosis,0,0,0,Other thyrotoxicosis
E05.9,"Thyrotoxicosis, unspecified",E05.9,Thyrotoxicosis unspecified,0,1,0,Thyrotoxicosis
E05.9,"Thyrotoxicosis, unspecified",E05.9,Thyrotoxicosis unspecified,0,1,-1,","
E05.9,"Thyrotoxicosis, unspecified",E05.9,Thyrotoxicosis unspecified,0,1,0, unspecified
E06.0,Acute thyroiditis,E06.0,Acute thyroiditis,0,0,0,Acute thyroiditis
E06.1,Subacute thyroiditis,E06.1,Subacute thyroiditis,0,0,0,Subacute thyroiditis
E06.2,Chronic thyroiditis with transient thyrotoxicosis,E06.2,Chronic thyroiditis with transient  thyrotoxicosis,1,1,0,Chronic thyroiditis with transient 
E06.2,Chronic thyroiditis with transient thyrotoxicosis,E06.2,Chronic thyroiditis with transient  thyrotoxicosis,1,1,1, 
E06.2,Chronic thyroiditis with transient thyrotoxicosis,E06.2,Chronic thyroiditis with transient  thyrotoxicosis,1,1,0,thyrotoxicosis
E06.3,Autoimmune thyroiditis,E06.3,Autoimmune thyroiditis,0,0,0,Autoimmune thyroiditis
E06.4,Drug-induced thyroiditis,E06.4,Drug-induced thyroiditis,0,0,0,Drug-induced thyroiditis
E06.5,Other chronic thyroiditis,E06.5,Other chronic  thyroiditis,1,1,0,Other chronic 
E06.5,Other chronic thyroiditis,E06.5,Other chronic  thyroiditis,1,1,1, 
E06.5,Other chronic thyroiditis,E06.5,Other chronic  thyroiditis,1,1,0,thyroiditis
E06.9,"Thyroiditis, unspecified",E06.9,Thyroiditis unspecified,0,1,0,Thyroiditis
E06.9,"Thyroiditis, unspecified",E06.9,Thyroiditis unspecified,0,1,-1,","
E06.9,"Thyroiditis, unspecified",E06.9,Thyroiditis unspecified,0,1,0, unspecified
E07.0,Hypersecretion of calcitonin,E07.0,Hypersecretion of calcitionin,1,1,0,Hypersecretion of calcit
E07.0,Hypersecretion of calcitonin,E07.0,Hypersecretion of calcitionin,1,1,1,i
E07.0,Hypersecretion of calcitonin,E07.0,Hypersecretion of calcitionin,1,1,0,onin
E07.1,Dyshormogenetic goitre,E07.1,Dyshormogenetic goitre,0,0,0,Dyshormogenetic goitre
E07.8,Other specified disorders of thyroid,E07.8,Other specified disorders of thyroid,0,0,0,Other specified disorders of thyroid
E07.9,"Disorder of thyroid, unspecified",E07.9,Disorder of thyroid unspecified,0,1,0,Disorder of thyroid
E07.9,"Disorder of thyroid, unspecified",E07.9,Disorder of thyroid unspecified,0,1,-1,","
E07.9,"Disorder of thyroid, unspecified",E07.9,Disorder of thyroid unspecified,0,1,0, unspecified
E16.0,Drug-induced hypoglycaemia without coma,E16.0,Drug-induced hypoglycaemia without coma,0,0,0,Drug-induced hypoglycaemia without coma
E16.1,Other hypoglycaemia,E16.1,Other hypoglycaemia,0,0,0,Other hypoglycaemia
E16.2,"Hypoglycaemia, unspecified",E16.2,Hypoglycaemia unspecified,0,1,0,Hypoglycaemia
E16.2,"Hypoglycaemia, unspecified",E16.2,Hypoglycaemia unspecified,0,1,-1,","
E16.2,"Hypoglycaemia, unspecified",E16.2,Hypoglycaemia unspecified,0,1,0, unspecified
E16.3,Increased secretion of glucagon,E16.3,Increased sceretion of glucagon,0,2,0,Increased s
E16.3,Increased secretion of glucagon,E16.3,Increased sceretion of glucagon,0,2,-1,e
E16.3,Increased secretion of glucagon,E16.3,Increased sceretion of glucagon,0,2,0,c
E16.3,Increased secretion of glucagon,E16.3,Increased sceretion of glucagon,0,2,1,e
E16.3,Increased secretion of glucagon,E16.3,Increased sceretion of glucagon,0,2,0,retion of glucagon
E16.8,Other specified disorders of pancreatic internal secretion,E16.8,Other specified disorders of pancreatic internal secretion,0,0,0,Other specified disorders of pancreatic internal secretion
E16.9,"Disorder of pancreatic internal secretion, unspecified",E16.9,Disorder of pancreatic internal secretion unspecified,0,1,0,Disorder of pancreatic internal secretion
E16.9,"Disorder of pancreatic internal secretion, unspecified",E16.9,Disorder of pancreatic internal secretion unspecified,0,1,-1,","
E16.9,"Disorder of pancreatic internal secretion, unspecified",E16.9,Disorder of pancreatic internal secretion unspecified,0,1,0, unspecified
E20.0,Idiopathic hypoparathyroidism,E20.0,Idiopathic hypoparathyroidism,0,0,0,Idiopathic hypoparathyroidism
E20.1,Pseudohypoparathyroidism,E20.1,Pseudohypoparathyroidism,0,0,0,Pseudohypoparathyroidism
E20.8,Other hypoparathyroidism,E20.8,Other hypoparathyroidism,0,0,0,Other hypoparathyroidism
E20.9,"Hypoparathyroidism, unspecified",E20.9,Hypoparathyroidism unspecified,0,1,0,Hypoparathyroidism
E20.9,"Hypoparathyroidism, unspecified",E20.9,Hypoparathyroidism unspecified,0,1,-1,","
E20.9,"Hypoparathyroidism, unspecified",E20.9,Hypoparathyroidism unspecified,0,1,0, unspecified
E21.0,Primary hyperparathyroidism,E21.0,Primary hyperparathyroidism,0,0,0,Primary hyperparathyroidism
E21.1,"Secondary hyperparathyroidism, not elsewhere classified",E21.1,Secondary hyperparathyroidism not elsewhere classified,0,1,0,Secondary hyperparathyroidism
E21.1,"Secondary hyperparathyroidism, not elsewhere classified",E21.1,Secondary hyperparathyroidism not elsewhere classified,0,1,-1,","
E21.1,"Secondary hyperparathyroidism, not elsewhere classified",E21.1,Secondary hyperparathyroidism not elsewhere classified,0,1,0, not elsewhere classified
E21.2,Other hyperparathyroidism,E21.2,Other hyperparathyroidism,0,0,0,Other hyperparathyroidism
E21.3,"Hyperparathyroidism, unspecified",E21.3,Hyperparathyroidism unspecified,0,1,0,Hyperparathyroidism
E21.3,"Hyperparathyroidism, unspecified",E21.3,Hyperparathyroidism unspecified,0,1,-1,","
E21.3,"Hyperparathyroidism, unspecified",E21.3,Hyperparathyroidism unspecified,0,1,0, unspecified
E21.4,Other specified disorders of parathyroid gland,E21.4,Other specified disorders of parathyroid gland,0,0,0,Other specified disorders of parathyroid gland
E21.5,"Disorder of parathyroid gland, unspecified",E21.5,Disorder of parathyroid gland unspecified,0,1,0,Disorder of parathyroid gland
E21.5,"Disorder of parathyroid gland, unspecified",E21.5,Disorder of parathyroid gland unspecified,0,1,-1,","
E21.5,"Disorder of parathyroid gland, unspecified",E21.5,Disorder of parathyroid gland unspecified,0,1,0, unspecified
E22.0,Acromegaly and pituitary gigantism,E22.0,Acromegaly and pituitary gigantism,0,0,0,Acromegaly and pituitary gigantism
E22.1,Hyperprolactinaemia,E22.1,Hyperprolactinaemia,0,0,0,Hyperprolactinaemia
E22.2,Syndrome of inappropriate secretion of antidiuretic hormone,E22.2,Syndrome of inappropriate secretion of antidiuretic hormone,0,0,0,Syndrome of inappropriate secretion of antidiuretic hormone
E22.8,Other hyperfunction of pituitary gland,E22.8,Other hyperfunction of pituitary gland,0,0,0,Other hyperfunction of pituitary gland
E22.9,"Hyperfunction of pituitary gland, unspecified",E22.9,Hyperfunction of pituitary gland unspecified,0,1,0,Hyperfunction of pituitary gland
E22.9,"Hyperfunction of pituitary gland, unspecified",E22.9,Hyperfunction of pituitary gland unspecified,0,1,-1,","
E22.9,"Hyperfunction of pituitary gland, unspecified",E22.9,Hyperfunction of pituitary gland unspecified,0,1,0, unspecified
E23.1,Drug-induced hypopituitarism,E23.1,Drug-induced hypopituitarism,0,0,0,Drug-induced hypopituitarism
E23.2,Diabetes insipidus,E23.2,Diabetes insipidus,0,0,0,Diabetes insipidus
E23.3,"Hypothalamic dysfunction, not elsewhere classified",E23.3,Hypothalamic dysfunction not elsewhere classified,0,1,0,Hypothalamic dysfunction
E23.3,"Hypothalamic dysfunction, not elsewhere classified",E23.3,Hypothalamic dysfunction not elsewhere classified,0,1,-1,","
E23.3,"Hypothalamic dysfunction, not elsewhere classified",E23.3,Hypothalamic dysfunction not elsewhere classified,0,1,0, not elsewhere classified
E23.6,Other disorders of pituitary gland,E23.6,Other disorders of pituitary gland,0,0,0,Other disorders of pituitary gland
E23.7,"Disorder of pituitary gland, unspecified",E23.7,Disorder of pituitary gland unspecified,0,1,0,Disorder of pituitary gland
E23.7,"Disorder of pituitary gland, unspecified",E23.7,Disorder of pituitary gland unspecified,0,1,-1,","
E23.7,"Disorder of pituitary gland, unspecified",E23.7,Disorder of pituitary gland unspecified,0,1,0, unspecified
E24.0,Pituitary-dependent Cushing disease,E24.0,Pituitary-dependent Cushicg's disease,2,3,0,Pituitary-dependent Cushi
E24.0,Pituitary-dependent Cushing disease,E24.0,Pituitary-dependent Cushicg's disease,2,3,-1,ng
E24.0,Pituitary-dependent Cushing disease,E24.0,Pituitary-dependent Cushicg's disease,2,3,1,cg's
E24.0,Pituitary-dependent Cushing disease,E24.0,Pituitary-dependent Cushicg's disease,2,3,0, disease
E24.1,Nelson syndrome,E24.1,Nelson's syndrome,2,2,0,Nelson
E24.1,Nelson syndrome,E24.1,Nelson's syndrome,2,2,1,'s
E24.1,Nelson syndrome,E24.1,Nelson's syndrome,2,2,0, syndrome
E24.2,Drug-induced Cushing syndrome,E24.2,Drug-induced Cushing's syndrome,2,2,0,Drug-induced Cushing
E24.2,Drug-induced Cushing syndrome,E24.2,Drug-induced Cushing's syndrome,2,2,1,'s
E24.2,Drug-induced Cushing syndrome,E24.2,Drug-induced Cushing's syndrome,2,2,0, syndrome
E24.3,Ectopic ACTH syndrome,E24.3,Ectopic ACTH syndrome,0,0,0,Ectopic ACTH syndrome
E24.4,Alcohol-induced pseudo-Cushing syndrome,E24.4,Alcohol-induced pseudo-Cushing's syndrome,2,2,0,Alcohol-induced pseudo-Cushing
E24.4,Alcohol-induced pseudo-Cushing syndrome,E24.4,Alcohol-induced pseudo-Cushing's syndrome,2,2,1,'s
E24.4,Alcohol-induced pseudo-Cushing syndrome,E24.4,Alcohol-induced pseudo-Cushing's syndrome,2,2,0, syndrome
E24.8,Other Cushing syndrome,E24.8,Other Cushing's syndrome,2,2,0,Other Cushing
E24.8,Other Cushing syndrome,E24.8,Other Cushing's syndrome,2,2,1,'s
E24.8,Other Cushing syndrome,E24.8,Other Cushing's syndrome,2,2,0, syndrome
E24.9,"Cushing syndrome, unspecified",E24.9,Cushing' s syndrome unspecified,3,4,0,Cushing
E24.9,"Cushing syndrome, unspecified",E24.9,Cushing' s syndrome unspecified,3,4,1,' s
E24.9,"Cushing syndrome, unspecified",E24.9,Cushing' s syndrome unspecified,3,4,0, syndrome
E24.9,"Cushing syndrome, unspecified",E24.9,Cushing' s syndrome unspecified,3,4,-1,","
E24.9,"Cushing syndrome, unspecified",E24.9,Cushing' s syndrome unspecified,3,4,0, unspecified
E25.0,Congenital adrenogenital disorders associated with enzyme deficiency,E25.0,Congenital adrenogenital disorders associated with enzyme deficiency,0,0,0,Congenital adrenogenital disorders associated with enzyme deficiency
E25.8,Other adrenogenital disorders,E25.8,Other adrenogenital disorders,0,0,0,Other adrenogenital disorders
E25.9,"Adrenogenital disorder, unspecified",E25.9,Adrenogenital disorder unspecified,0,1,0,Adrenogenital disorder
E25.9,"Adrenogenital disorder, unspecified",E25.9,Adrenogenital disorder unspecified,0,1,-1,","
E25.9,"Adrenogenital disorder, unspecified",E25.9,Adrenogenital disorder unspecified,0,1,0, unspecified
E26.0,Primary hyperaldosteronism,E26.0,Primary hyperaldosteronism,0,0,0,Primary hyperaldosteronism
E26.1,Secondary hyperaldosteronism,E26.1,Secondary hyperaldosteronism,0,0,0,Secondary hyperaldosteronism
