code,label,description,distance,specific,values
G53.1,Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere (A00-B99 +),Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere [A00-B99],4,1,[
G53.1,Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere (A00-B99 +),Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere [A00-B99],4,0,A00-B99
G53.1,Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere (A00-B99 +),Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere [A00-B99],4,-1, +)
G53.1,Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere (A00-B99 +),Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere [A00-B99],4,1,]
G53.2,Multiple cranial nerve palsies in sarcoidosis (D86.8 +),Multiple cranial nerve palsies in sarcoidosis (D86.8),2,0,Multiple cranial nerve palsies in sarcoidosis (D86.8
G53.2,Multiple cranial nerve palsies in sarcoidosis (D86.8 +),Multiple cranial nerve palsies in sarcoidosis (D86.8),2,-1, +
G53.2,Multiple cranial nerve palsies in sarcoidosis (D86.8 +),Multiple cranial nerve palsies in sarcoidosis (D86.8),2,0,)
G53.3,Multiple cranial nerve palsies in neoplastic disease (C00-D48 +),Multiple cranial nerve palsies in neoplastic disease (C00-D48),2,0,Multiple cranial nerve palsies in neoplastic disease (C00-D48
G53.3,Multiple cranial nerve palsies in neoplastic disease (C00-D48 +),Multiple cranial nerve palsies in neoplastic disease (C00-D48),2,-1, +
G53.3,Multiple cranial nerve palsies in neoplastic disease (C00-D48 +),Multiple cranial nerve palsies in neoplastic disease (C00-D48),2,0,)
G55.0,Nerve root and plexus compressions in neoplastic disease (C00-D48 +),Nerve root and plexus compressions in neoplastic diseases (C00-D48),3,0,Nerve root and plexus compressions in neoplastic disease
G55.0,Nerve root and plexus compressions in neoplastic disease (C00-D48 +),Nerve root and plexus compressions in neoplastic diseases (C00-D48),3,1,s
G55.0,Nerve root and plexus compressions in neoplastic disease (C00-D48 +),Nerve root and plexus compressions in neoplastic diseases (C00-D48),3,0, (C00-D48
G55.0,Nerve root and plexus compressions in neoplastic disease (C00-D48 +),Nerve root and plexus compressions in neoplastic diseases (C00-D48),3,-1, +
G55.0,Nerve root and plexus compressions in neoplastic disease (C00-D48 +),Nerve root and plexus compressions in neoplastic diseases (C00-D48),3,0,)
G55.1,Nerve root and plexus compressions in intervertebral disc disorders (M50-M51 +),Nerve root and plexus compressions in intervertebral disc disorders (M50-M51),2,0,Nerve root and plexus compressions in intervertebral disc disorders (M50-M51
G55.1,Nerve root and plexus compressions in intervertebral disc disorders (M50-M51 +),Nerve root and plexus compressions in intervertebral disc disorders (M50-M51),2,-1, +
G55.1,Nerve root and plexus compressions in intervertebral disc disorders (M50-M51 +),Nerve root and plexus compressions in intervertebral disc disorders (M50-M51),2,0,)
G55.2,Nerve root and plexus compressions in spondylosis (M47.- +),Nerve root and plexus compressions in spondylosis (M47.-),2,0,Nerve root and plexus compressions in spondylosis (M47.-
G55.2,Nerve root and plexus compressions in spondylosis (M47.- +),Nerve root and plexus compressions in spondylosis (M47.-),2,-1, +
G55.2,Nerve root and plexus compressions in spondylosis (M47.- +),Nerve root and plexus compressions in spondylosis (M47.-),2,0,)
G55.3,"Nerve root and plexus compressions in other dorsopathies (M45-M46 +), (M48.- +, +), (M53-M54 +, +, +)","Nerve root and plexus compressions in other dorsopathies (M45-M46, M48-,M53-M54)",21,0,Nerve root and plexus compressions in other dorsopathies (M45-M46
G55.3,"Nerve root and plexus compressions in other dorsopathies (M45-M46 +), (M48.- +, +), (M53-M54 +, +, +)","Nerve root and plexus compressions in other dorsopathies (M45-M46, M48-,M53-M54)",21,-1, +)
G55.3,"Nerve root and plexus compressions in other dorsopathies (M45-M46 +), (M48.- +, +), (M53-M54 +, +, +)","Nerve root and plexus compressions in other dorsopathies (M45-M46, M48-,M53-M54)",21,0,", "
G55.3,"Nerve root and plexus compressions in other dorsopathies (M45-M46 +), (M48.- +, +), (M53-M54 +, +, +)","Nerve root and plexus compressions in other dorsopathies (M45-M46, M48-,M53-M54)",21,-1,(
G55.3,"Nerve root and plexus compressions in other dorsopathies (M45-M46 +), (M48.- +, +), (M53-M54 +, +, +)","Nerve root and plexus compressions in other dorsopathies (M45-M46, M48-,M53-M54)",21,0,M48
G55.3,"Nerve root and plexus compressions in other dorsopathies (M45-M46 +), (M48.- +, +), (M53-M54 +, +, +)","Nerve root and plexus compressions in other dorsopathies (M45-M46, M48-,M53-M54)",21,-1,.
G55.3,"Nerve root and plexus compressions in other dorsopathies (M45-M46 +), (M48.- +, +), (M53-M54 +, +, +)","Nerve root and plexus compressions in other dorsopathies (M45-M46, M48-,M53-M54)",21,0,-
G55.3,"Nerve root and plexus compressions in other dorsopathies (M45-M46 +), (M48.- +, +), (M53-M54 +, +, +)","Nerve root and plexus compressions in other dorsopathies (M45-M46, M48-,M53-M54)",21,-1," +, +)"
G55.3,"Nerve root and plexus compressions in other dorsopathies (M45-M46 +), (M48.- +, +), (M53-M54 +, +, +)","Nerve root and plexus compressions in other dorsopathies (M45-M46, M48-,M53-M54)",21,0,","
G55.3,"Nerve root and plexus compressions in other dorsopathies (M45-M46 +), (M48.- +, +), (M53-M54 +, +, +)","Nerve root and plexus compressions in other dorsopathies (M45-M46, M48-,M53-M54)",21,-1, (
G55.3,"Nerve root and plexus compressions in other dorsopathies (M45-M46 +), (M48.- +, +), (M53-M54 +, +, +)","Nerve root and plexus compressions in other dorsopathies (M45-M46, M48-,M53-M54)",21,0,M53-M54
G55.3,"Nerve root and plexus compressions in other dorsopathies (M45-M46 +), (M48.- +, +), (M53-M54 +, +, +)","Nerve root and plexus compressions in other dorsopathies (M45-M46, M48-,M53-M54)",21,-1," +, +, +"
G55.3,"Nerve root and plexus compressions in other dorsopathies (M45-M46 +), (M48.- +, +), (M53-M54 +, +, +)","Nerve root and plexus compressions in other dorsopathies (M45-M46, M48-,M53-M54)",21,0,)
G57.4,Lesion of medial popliteal nerve,Lesion of medial popiteal nerve,1,0,Lesion of medial pop
G57.4,Lesion of medial popliteal nerve,Lesion of medial popiteal nerve,1,-1,l
G57.4,Lesion of medial popliteal nerve,Lesion of medial popiteal nerve,1,0,iteal nerve
G59.0,Diabetic mononeuropathy (E10-E14 with common fourth character .4 +),Diabetic mononeuropathy (E10-E14 with common fourth character.4),3,0,Diabetic mononeuropathy (E10-E14 with common fourth character
G59.0,Diabetic mononeuropathy (E10-E14 with common fourth character .4 +),Diabetic mononeuropathy (E10-E14 with common fourth character.4),3,-1, 
G59.0,Diabetic mononeuropathy (E10-E14 with common fourth character .4 +),Diabetic mononeuropathy (E10-E14 with common fourth character.4),3,0,0.4
G59.0,Diabetic mononeuropathy (E10-E14 with common fourth character .4 +),Diabetic mononeuropathy (E10-E14 with common fourth character.4),3,-1, +
G59.0,Diabetic mononeuropathy (E10-E14 with common fourth character .4 +),Diabetic mononeuropathy (E10-E14 with common fourth character.4),3,0,)
G60.1,Refsum disease,Refsum's disease,2,0,Refsum
G60.1,Refsum disease,Refsum's disease,2,1,'s
G60.1,Refsum disease,Refsum's disease,2,0, disease
G61.0,Guillain-Barr? syndrome,Guillain-Barre syndrome,1,0,Guillain-Barr
G61.0,Guillain-Barr? syndrome,Guillain-Barre syndrome,1,-1,?
G61.0,Guillain-Barr? syndrome,Guillain-Barre syndrome,1,1,e
G61.0,Guillain-Barr? syndrome,Guillain-Barre syndrome,1,0, syndrome
G63.1,Polyneuropathy in neoplastic disease (C00-D48 +),Polyneuropathy in neoplastic disease (C00-D48),2,0,Polyneuropathy in neoplastic disease (C00-D48
G63.1,Polyneuropathy in neoplastic disease (C00-D48 +),Polyneuropathy in neoplastic disease (C00-D48),2,-1, +
G63.1,Polyneuropathy in neoplastic disease (C00-D48 +),Polyneuropathy in neoplastic disease (C00-D48),2,0,)
G63.2,Diabetic polyneuropathy (E10-E14 with common fourth character .4 +),Diabetic polyneuropathy (E10-E14 with common fourth character .4),2,0,Diabetic polyneuropathy (E10-E14 with common fourth character .4
G63.2,Diabetic polyneuropathy (E10-E14 with common fourth character .4 +),Diabetic polyneuropathy (E10-E14 with common fourth character .4),2,-1, +
G63.2,Diabetic polyneuropathy (E10-E14 with common fourth character .4 +),Diabetic polyneuropathy (E10-E14 with common fourth character .4),2,0,)
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,0,Polyneuropathy in other endocrine and metabolic diseases 
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,-1,(
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,1,[
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,0,E00-E07
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,-1, +)
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,0,","
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,-1, (
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,0,E15-E16
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,-1, +
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,0,", "
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,-1,"+), ("
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,0,E20-E34
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,-1," +, +"
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,0,", "
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,-1,"+), ("
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,0,E70-E89
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,-1," +, +, +, +)"
G63.3,"Polyneuropathy in other endocrine and metabolic diseases (E00-E07 +), (E15-E16 +, +), (E20-E34 +, +, +), (E70-E89 +, +, +, +)","Polyneuropathy in other endocrine and metabolic diseases [E00-E07,E15-E16, E20-E34, E70-E89]",35,1,]
G63.4,Polyneuropathy in nutritional deficiency (E40-E64 +),Polyneuropathy in nutritional deficiency (E40-E64),2,0,Polyneuropathy in nutritional deficiency (E40-E64
G63.4,Polyneuropathy in nutritional deficiency (E40-E64 +),Polyneuropathy in nutritional deficiency (E40-E64),2,-1, +
