code,label,descruption,distance,specific,values 
F,"Recurrent depressive disorder, current episode moderate","Recurrent depressive disorder, current epsiode moderate",2,1,i
F,"Recurrent depressive disorder, current episode moderate","Recurrent depressive disorder, current epsiode moderate",2,0,ode moderate
F,"Recurrent depressive disorder, current episode severe without psychotic symptoms","Recurrent depressive disorder, current epsiode severe without psychotic symptoms",2,0,"Recurrent depressive disorder, current ep"
F,"Recurrent depressive disorder, current episode severe without psychotic symptoms","Recurrent depressive disorder, current epsiode severe without psychotic symptoms",2,-1,i
F,"Recurrent depressive disorder, current episode severe without psychotic symptoms","Recurrent depressive disorder, current epsiode severe without psychotic symptoms",2,0,s
F,"Recurrent depressive disorder, current episode severe without psychotic symptoms","Recurrent depressive disorder, current epsiode severe without psychotic symptoms",2,1,i
F,"Recurrent depressive disorder, current episode severe without psychotic symptoms","Recurrent depressive disorder, current epsiode severe without psychotic symptoms",2,0,ode severe without psychotic symptoms
F,"Recurrent depressive disorder, current episode severe with psychotic symptoms","Recurrent depressive disorder, current epsiode severe with psychotic symptoms",2,0,"Recurrent depressive disorder, current ep"
F,"Recurrent depressive disorder, current episode severe with psychotic symptoms","Recurrent depressive disorder, current epsiode severe with psychotic symptoms",2,-1,i
F,"Recurrent depressive disorder, current episode severe with psychotic symptoms","Recurrent depressive disorder, current epsiode severe with psychotic symptoms",2,0,s
F,"Recurrent depressive disorder, current episode severe with psychotic symptoms","Recurrent depressive disorder, current epsiode severe with psychotic symptoms",2,1,i
F,"Recurrent depressive disorder, current episode severe with psychotic symptoms","Recurrent depressive disorder, current epsiode severe with psychotic symptoms",2,0,ode severe with psychotic symptoms
F,"Recurrent depressive disorder, unspecified","Recurrent depressive disorders, unspecified",1,0,Recurrent depressive disorder
F,"Recurrent depressive disorder, unspecified","Recurrent depressive disorders, unspecified",1,1,s
F,"Recurrent depressive disorder, unspecified","Recurrent depressive disorders, unspecified",1,0,", unspecified"
F,Other specified mood [affective] disorders,Other specified mood  [affective] disorders,1,0,Other specified mood 
F,Other specified mood [affective] disorders,Other specified mood  [affective] disorders,1,1, 
F,Other specified mood [affective] disorders,Other specified mood  [affective] disorders,1,0,[affective] disorders
F,Panic disorder [episodic paroxysmal anxiety],Panic disorder [episodic  paroxysmal anxiety],1,0,Panic disorder [episodic 
F,Panic disorder [episodic paroxysmal anxiety],Panic disorder [episodic  paroxysmal anxiety],1,1, 
F,Panic disorder [episodic paroxysmal anxiety],Panic disorder [episodic  paroxysmal anxiety],1,0,paroxysmal anxiety]
F,Mixed obsessional thoughts and acts,Mixde obsessional thoughts and acts,2,0,Mix
F,Mixed obsessional thoughts and acts,Mixde obsessional thoughts and acts,2,-1,e
F,Mixed obsessional thoughts and acts,Mixde obsessional thoughts and acts,2,0,d
F,Mixed obsessional thoughts and acts,Mixde obsessional thoughts and acts,2,1,e
F,Mixed obsessional thoughts and acts,Mixde obsessional thoughts and acts,2,0, obsessional thoughts and acts
F,Hypochondriacal disorder,Hypchondriacal disorder,1,0,Hyp
F,Hypochondriacal disorder,Hypchondriacal disorder,1,-1,o
F,Hypochondriacal disorder,Hypchondriacal disorder,1,0,chondriacal disorder
F,Vomiting associated with other psychological disturbances,Vomiting associated with other psychological disturances,1,0,Vomiting associated with other psychological distur
F,Vomiting associated with other psychological disturbances,Vomiting associated with other psychological disturances,1,-1,b
F,Vomiting associated with other psychological disturbances,Vomiting associated with other psychological disturances,1,0,ances
F,Excessive sexual drive,Excessive  sexual drive,1,0,Excessive 
F,Excessive sexual drive,Excessive  sexual drive,1,1, 
F,Excessive sexual drive,Excessive  sexual drive,1,0,sexual drive
F,"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified","Severe mental and behavioural disorders associated with the  puerperium, not elsewhere classified",1,0,Severe mental and behavioural disorders associated with the 
F,"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified","Severe mental and behavioural disorders associated with the  puerperium, not elsewhere classified",1,1, 
F,"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified","Severe mental and behavioural disorders associated with the  puerperium, not elsewhere classified",1,0,"puerperium, not elsewhere classified"
F,Schizoid personality disorder,Schizoid  personality disorder,1,0,Schizoid 
F,Schizoid personality disorder,Schizoid  personality disorder,1,1, 
F,Schizoid personality disorder,Schizoid  personality disorder,1,0,personality disorder
F,"Gender identity disorder, unspecified","Gender  identity disorder , unspecified",2,0,Gender 
F,"Gender identity disorder, unspecified","Gender  identity disorder , unspecified",2,1, 
F,"Gender identity disorder, unspecified","Gender  identity disorder , unspecified",2,0,identity disorder
F,"Gender identity disorder, unspecified","Gender  identity disorder , unspecified",2,1, 
F,"Gender identity disorder, unspecified","Gender  identity disorder , unspecified",2,0,", unspecified"
F,"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]","Intentional production or feigning of symptoms or disabilities,either physical or psychological [factitious disorder]",1,0,"Intentional production or feigning of symptoms or disabilities,"
F,"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]","Intentional production or feigning of symptoms or disabilities,either physical or psychological [factitious disorder]",1,-1, 
F,"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]","Intentional production or feigning of symptoms or disabilities,either physical or psychological [factitious disorder]",1,0,either physical or psychological [factitious disorder]
F,Specific speech articulation disorder,Specified speech articulation disorder,2,0,Specifi
F,Specific speech articulation disorder,Specified speech articulation disorder,2,-1,c
F,Specific speech articulation disorder,Specified speech articulation disorder,2,1,ed
F,Specific speech articulation disorder,Specified speech articulation disorder,2,0, speech articulation disorder
F,"Developmental disorder of speech and language, unspecified",Developmental disorder of speech and language unspecified,1,0,Developmental disorder of speech and language
F,"Developmental disorder of speech and language, unspecified",Developmental disorder of speech and language unspecified,1,-1,","
F,"Developmental disorder of speech and language, unspecified",Developmental disorder of speech and language unspecified,1,0, unspecified
F,Rett syndrome,Rett's syndrome,2,0,Rett
F,Rett syndrome,Rett's syndrome,2,1,'s
F,Rett syndrome,Rett's syndrome,2,0, syndrome
F,Asperger syndrome,Asperger's syndrome,2,0,Asperger
F,Asperger syndrome,Asperger's syndrome,2,1,'s
F,Asperger syndrome,Asperger's syndrome,2,0, syndrome
F,Conduct disorder confined to the family context,Conduct disorders confined to the family context,1,0,Conduct disorder
F,Conduct disorder confined to the family context,Conduct disorders confined to the family context,1,1,s
F,Conduct disorder confined to the family context,Conduct disorders confined to the family context,1,0, confined to the family context
F,Reactive attachment disorder of childhood,Reactive attachment disorder of chlidhood,2,0,Reactive attachment disorder of ch
F,Reactive attachment disorder of childhood,Reactive attachment disorder of chlidhood,2,-1,i
F,Reactive attachment disorder of childhood,Reactive attachment disorder of chlidhood,2,0,l
F,Reactive attachment disorder of childhood,Reactive attachment disorder of chlidhood,2,1,i
F,Reactive attachment disorder of childhood,Reactive attachment disorder of chlidhood,2,0,dhood
F,Other childhood disorders of social functioning,Other childhood  disorders of social functioning,1,0,Other childhood 
F,Other childhood disorders of social functioning,Other childhood  disorders of social functioning,1,1, 
F,Other childhood disorders of social functioning,Other childhood  disorders of social functioning,1,0,disorders of social functioning
F,"Childhood disorder of social functioning, unspecified","Chlidhood  disorder of social functioning, unspecified",3,0,Ch
F,"Childhood disorder of social functioning, unspecified","Chlidhood  disorder of social functioning, unspecified",3,-1,i
F,"Childhood disorder of social functioning, unspecified","Chlidhood  disorder of social functioning, unspecified",3,0,l
F,"Childhood disorder of social functioning, unspecified","Chlidhood  disorder of social functioning, unspecified",3,1,i
F,"Childhood disorder of social functioning, unspecified","Chlidhood  disorder of social functioning, unspecified",3,0,dhood 
F,"Childhood disorder of social functioning, unspecified","Chlidhood  disorder of social functioning, unspecified",3,1, 
F,"Childhood disorder of social functioning, unspecified","Chlidhood  disorder of social functioning, unspecified",3,0,"disorder of social functioning, unspecified"
F,Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Unspecified  behavioural and emotional disorders with onset usually occurring in childhood and adolescence,1,0,Unspecified 
F,Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Unspecified  behavioural and emotional disorders with onset usually occurring in childhood and adolescence,1,1, 
F,Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Unspecified  behavioural and emotional disorders with onset usually occurring in childhood and adolescence,1,0,behavioural and emotional disorders with onset usually occurring in childhood and adolescence
G,Chronic meningitis,Chronic  meningitis,1,0,Chronic 
G,Chronic meningitis,Chronic  meningitis,1,1, 
G,Chronic meningitis,Chronic  meningitis,1,0,meningitis
G,Benign recurrent meningitis [Mollaret],Benign recurrent  meningitis [Mollaret],1,0,Benign recurrent 
G,Benign recurrent meningitis [Mollaret],Benign recurrent  meningitis [Mollaret],1,1, 
G,Benign recurrent meningitis [Mollaret],Benign recurrent  meningitis [Mollaret],1,0,meningitis [Mollaret]
G,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere","Encephalitis, myelitis  and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",1,0,"Encephalitis, myelitis "
G,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere","Encephalitis, myelitis  and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",1,1, 
G,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere","Encephalitis, myelitis  and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",1,0,and encephalomyelitis in other infectious and parasitic diseases classified elsewhere
G,"Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere","Encephalitis, myelitis and encephalomyelitis in other  diseases classified elsewhere",1,0,"Encephalitis, myelitis and encephalomyelitis in other "
G,"Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere","Encephalitis, myelitis and encephalomyelitis in other  diseases classified elsewhere",1,1, 
G,"Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere","Encephalitis, myelitis and encephalomyelitis in other  diseases classified elsewhere",1,0,diseases classified elsewhere
G,Late-onset cerebellar ataxia,Late-onset celebellar ataxia,1,0,Late-onset ce
G,Late-onset cerebellar ataxia,Late-onset celebellar ataxia,1,-1,r
G,Late-onset cerebellar ataxia,Late-onset celebellar ataxia,1,1,l
G,Late-onset cerebellar ataxia,Late-onset celebellar ataxia,1,0,ebellar ataxia
G,Cerebellar ataxia with defective DNA repair,Celebellar ataxia with defective DNA repair,1,0,Ce
G,Cerebellar ataxia with defective DNA repair,Celebellar ataxia with defective DNA repair,1,-1,r
G,Cerebellar ataxia with defective DNA repair,Celebellar ataxia with defective DNA repair,1,1,l
G,Cerebellar ataxia with defective DNA repair,Celebellar ataxia with defective DNA repair,1,0,ebellar ataxia with defective DNA repair
G,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]","Infantile spinal muscular atrophy, type I [werdnig-Hoffman]",1,0,"Infantile spinal muscular atrophy, type I ["
G,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]","Infantile spinal muscular atrophy, type I [werdnig-Hoffman]",1,-1,W
G,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]","Infantile spinal muscular atrophy, type I [werdnig-Hoffman]",1,1,w
G,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]","Infantile spinal muscular atrophy, type I [werdnig-Hoffman]",1,0,erdnig-Hoffman]
G,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,0,Systemic atrophy primarily affecting central nervous system in myxoedema 
G,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,-1,(
G,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,1,[
G,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,0,E00.1
G,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1 +), (E03.- +, +)","Systemic atrophy primarily affecting central nervous system in myxoedema [E00.1*, E03.-*]",11,-1, +)
